# [1]Indel length	[2]Mean VAF
-60	0.56
-59	0.58
-58	0.58
-57	0.57
-56	0.61
-55	0.59
-54	0.59
-53	0.52
-52	0.56
-51	0.58
-50	0.61
-49	0.56
-48	0.59
-47	0.59
-46	0.61
-45	0.57
-44	0.62
-43	0.59
-42	0.66
-41	0.63
-40	0.58
-39	0.57
-38	0.64
-37	0.63
-36	0.61
-35	0.60
-34	0.61
-33	0.63
-32	0.63
-31	0.63
-30	0.62
-29	0.63
-28	0.63
-27	0.62
-26	0.64
-25	0.63
-24	0.63
-23	0.62
-22	0.64
-21	0.63
-20	0.61
-19	0.64
-18	0.65
-17	0.65
-16	0.62
-15	0.63
-14	0.63
-13	0.65
-12	0.62
-11	0.66
-10	0.61
-9	0.64
-8	0.62
-7	0.65
-6	0.62
-5	0.63
-4	0.62
-3	0.63
-2	0.64
-1	0.67
1	0.67
2	0.63
3	0.64
4	0.63
5	0.63
6	0.59
7	0.60
8	0.58
9	0.60
10	0.57
11	0.60
12	0.57
13	0.61
14	0.56
15	0.58
16	0.57
17	0.61
18	0.56
19	0.64
20	0.57
21	0.61
22	0.58
23	0.62
24	0.58
25	0.60
26	0.58
27	0.64
28	0.58
29	0.62
30	0.57
31	0.63
32	0.58
33	0.66
34	0.60
35	0.60
36	0.62
37	0.61
38	0.64
39	0.60
40	0.59
41	0.66
42	0.62
43	0.59
44	0.61
45	0.57
46	0.58
47	0.60
48	0.64
49	0.60
50	0.59
51	0.66
52	0.61
53	0.63
54	0.67
55	0.62
56	0.61
57	0.69
58	0.64
59	0.66
60	0.64
