# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.65
-58	0.60
-57	0.60
-56	0.61
-55	0.69
-54	0.56
-53	0.57
-52	0.62
-51	0.54
-50	0.59
-49	0.59
-48	0.61
-47	0.60
-46	0.60
-45	0.60
-44	0.64
-43	0.60
-42	0.62
-41	0.62
-40	0.60
-39	0.61
-38	0.63
-37	0.60
-36	0.63
-35	0.60
-34	0.65
-33	0.61
-32	0.64
-31	0.67
-30	0.64
-29	0.66
-28	0.64
-27	0.62
-26	0.64
-25	0.63
-24	0.64
-23	0.62
-22	0.65
-21	0.63
-20	0.63
-19	0.67
-18	0.65
-17	0.66
-16	0.63
-15	0.65
-14	0.65
-13	0.66
-12	0.63
-11	0.65
-10	0.63
-9	0.65
-8	0.63
-7	0.65
-6	0.63
-5	0.63
-4	0.64
-3	0.64
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.64
5	0.63
6	0.60
7	0.60
8	0.59
9	0.60
10	0.58
11	0.60
12	0.59
13	0.61
14	0.59
15	0.60
16	0.58
17	0.60
18	0.57
19	0.64
20	0.58
21	0.64
22	0.59
23	0.63
24	0.59
25	0.62
26	0.62
27	0.64
28	0.61
29	0.63
30	0.63
31	0.65
32	0.60
33	0.62
34	0.61
35	0.57
36	0.60
37	0.66
38	0.66
39	0.61
40	0.62
41	0.66
42	0.63
43	0.60
44	0.59
45	0.61
46	0.62
47	0.62
48	0.61
49	0.68
50	0.63
51	0.71
52	0.62
53	0.67
54	0.69
55	0.63
56	0.66
57	0.62
58	0.64
59	0.73
60	0.65
