# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.66
-58	0.55
-57	0.59
-56	0.60
-55	0.59
-54	0.59
-53	0.57
-52	0.58
-51	0.58
-50	0.58
-49	0.53
-48	0.58
-47	0.59
-46	0.61
-45	0.55
-44	0.62
-43	0.62
-42	0.64
-41	0.56
-40	0.58
-39	0.60
-38	0.64
-37	0.58
-36	0.62
-35	0.61
-34	0.63
-33	0.59
-32	0.64
-31	0.64
-30	0.62
-29	0.62
-28	0.63
-27	0.63
-26	0.64
-25	0.62
-24	0.63
-23	0.62
-22	0.64
-21	0.63
-20	0.63
-19	0.65
-18	0.64
-17	0.66
-16	0.63
-15	0.63
-14	0.64
-13	0.67
-12	0.63
-11	0.65
-10	0.63
-9	0.65
-8	0.62
-7	0.65
-6	0.63
-5	0.63
-4	0.63
-3	0.64
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.64
5	0.63
6	0.59
7	0.60
8	0.58
9	0.59
10	0.57
11	0.59
12	0.57
13	0.59
14	0.57
15	0.58
16	0.56
17	0.60
18	0.56
19	0.61
20	0.56
21	0.62
22	0.57
23	0.61
24	0.56
25	0.60
26	0.56
27	0.63
28	0.57
29	0.61
30	0.57
31	0.64
32	0.59
33	0.64
34	0.60
35	0.60
36	0.61
37	0.61
38	0.59
39	0.62
40	0.58
41	0.61
42	0.64
43	0.62
44	0.58
45	0.60
46	0.64
47	0.61
48	0.59
49	0.63
50	0.59
51	0.65
52	0.62
53	0.63
54	0.64
55	0.62
56	0.60
57	0.66
58	0.64
59	0.65
60	0.65
