# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.55
-58	0.58
-57	0.61
-56	0.63
-55	0.57
-54	0.58
-53	0.60
-52	0.61
-51	0.56
-50	0.59
-49	0.53
-48	0.61
-47	0.59
-46	0.63
-45	0.59
-44	0.63
-43	0.64
-42	0.65
-41	0.62
-40	0.61
-39	0.63
-38	0.64
-37	0.60
-36	0.65
-35	0.60
-34	0.62
-33	0.65
-32	0.65
-31	0.67
-30	0.67
-29	0.63
-28	0.65
-27	0.64
-26	0.65
-25	0.65
-24	0.64
-23	0.64
-22	0.66
-21	0.64
-20	0.64
-19	0.65
-18	0.65
-17	0.67
-16	0.63
-15	0.64
-14	0.64
-13	0.66
-12	0.64
-11	0.66
-10	0.63
-9	0.64
-8	0.62
-7	0.64
-6	0.63
-5	0.63
-4	0.63
-3	0.63
-2	0.63
-1	0.68
1	0.67
2	0.62
3	0.63
4	0.63
5	0.62
6	0.59
7	0.58
8	0.59
9	0.60
10	0.59
11	0.60
12	0.59
13	0.60
14	0.58
15	0.60
16	0.58
17	0.63
18	0.59
19	0.62
20	0.58
21	0.62
22	0.57
23	0.62
24	0.60
25	0.60
26	0.60
27	0.64
28	0.61
29	0.64
30	0.62
31	0.61
32	0.61
33	0.62
34	0.61
35	0.57
36	0.63
37	0.66
38	0.67
39	0.63
40	0.61
41	0.67
42	0.65
43	0.59
44	0.61
45	0.60
46	0.60
47	0.56
48	0.61
49	0.65
50	0.64
51	0.69
52	0.63
53	0.62
54	0.62
55	0.63
56	0.60
57	0.67
58	0.70
59	0.62
60	0.66
