# [1]Indel length	[2]Count
-60	2500
-59	45
-58	83
-57	53
-56	103
-55	55
-54	128
-53	71
-52	117
-51	76
-50	154
-49	150
-48	197
-47	101
-46	162
-45	128
-44	202
-43	107
-42	228
-41	131
-40	369
-39	182
-38	310
-37	211
-36	442
-35	221
-34	406
-33	283
-32	655
-31	329
-30	742
-29	372
-28	933
-27	497
-26	940
-25	696
-24	1490
-23	611
-22	1263
-21	784
-20	2496
-19	986
-18	2244
-17	1249
-16	3778
-15	2398
-14	3660
-13	2123
-12	7488
-11	2802
-10	7707
-9	4335
-8	13703
-7	5598
-6	16202
-5	15148
-4	50264
-3	35329
-2	92296
-1	230397
1	234269
2	91699
3	33487
4	48369
5	14061
6	15959
7	5240
8	13563
9	4133
10	7305
11	2612
12	7411
13	1900
14	3288
15	2228
16	3619
17	1106
18	2217
19	940
20	2503
21	811
22	1228
23	606
24	1478
25	622
26	891
27	499
28	865
29	345
30	710
31	321
32	576
33	252
34	385
35	260
36	380
37	198
38	248
39	177
40	335
41	143
42	205
43	134
44	183
45	130
46	153
47	107
48	164
49	125
50	129
51	72
52	145
53	83
54	129
55	66
56	112
57	63
58	77
59	67
60	2733
