# [1]Indel length	[2]Mean VAF
-60	0.56
-59	0.56
-58	0.57
-57	0.54
-56	0.58
-55	0.56
-54	0.59
-53	0.57
-52	0.56
-51	0.58
-50	0.65
-49	0.52
-48	0.56
-47	0.56
-46	0.62
-45	0.59
-44	0.60
-43	0.64
-42	0.63
-41	0.61
-40	0.60
-39	0.59
-38	0.61
-37	0.62
-36	0.63
-35	0.61
-34	0.62
-33	0.60
-32	0.64
-31	0.61
-30	0.62
-29	0.62
-28	0.62
-27	0.61
-26	0.64
-25	0.63
-24	0.62
-23	0.61
-22	0.63
-21	0.63
-20	0.61
-19	0.64
-18	0.63
-17	0.65
-16	0.62
-15	0.62
-14	0.63
-13	0.66
-12	0.62
-11	0.65
-10	0.61
-9	0.65
-8	0.61
-7	0.65
-6	0.62
-5	0.62
-4	0.62
-3	0.63
-2	0.63
-1	0.67
1	0.67
2	0.62
3	0.63
4	0.63
5	0.62
6	0.58
7	0.59
8	0.57
9	0.59
10	0.56
11	0.60
12	0.56
13	0.59
14	0.55
15	0.57
16	0.55
17	0.60
18	0.55
19	0.60
20	0.54
21	0.60
22	0.55
23	0.59
24	0.56
25	0.59
26	0.55
27	0.61
28	0.56
29	0.61
30	0.55
31	0.63
32	0.55
33	0.63
34	0.59
35	0.56
36	0.58
37	0.65
38	0.59
39	0.60
40	0.59
41	0.65
42	0.64
43	0.60
44	0.60
45	0.52
46	0.63
47	0.60
48	0.60
49	0.60
50	0.59
51	0.61
52	0.63
53	0.68
54	0.62
55	0.57
56	0.60
57	0.59
58	0.60
59	0.61
60	0.63
