# [1]Indel length	[2]Count
-60	2438
-59	51
-58	84
-57	65
-56	103
-55	80
-54	114
-53	68
-52	132
-51	88
-50	176
-49	137
-48	191
-47	96
-46	169
-45	128
-44	228
-43	109
-42	219
-41	154
-40	363
-39	192
-38	306
-37	221
-36	444
-35	253
-34	400
-33	267
-32	653
-31	315
-30	771
-29	387
-28	967
-27	532
-26	967
-25	692
-24	1558
-23	629
-22	1261
-21	784
-20	2505
-19	1000
-18	2243
-17	1186
-16	3828
-15	2399
-14	3716
-13	2140
-12	7902
-11	2743
-10	7884
-9	4309
-8	13506
-7	5558
-6	16604
-5	15184
-4	51014
-3	35214
-2	93423
-1	233623
1	235873
2	91878
3	33305
4	48615
5	14195
6	15861
7	5218
8	13565
9	4068
10	7513
11	2541
12	7431
13	1934
14	3425
15	2237
16	3706
17	1087
18	2097
19	917
20	2473
21	784
22	1147
23	616
24	1484
25	670
26	819
27	490
28	866
29	337
30	702
31	318
32	534
33	219
34	390
35	276
36	399
37	215
38	250
39	181
40	346
41	141
42	210
43	120
44	184
45	125
46	168
47	117
48	192
49	132
50	137
51	85
52	128
53	90
54	126
55	76
56	99
57	69
58	94
59	67
60	2861
