# [1]Indel length	[2]Count
-60	2600
-59	50
-58	89
-57	53
-56	112
-55	68
-54	106
-53	65
-52	132
-51	86
-50	175
-49	158
-48	206
-47	112
-46	156
-45	132
-44	211
-43	113
-42	229
-41	148
-40	390
-39	196
-38	315
-37	217
-36	434
-35	258
-34	408
-33	297
-32	652
-31	318
-30	809
-29	394
-28	939
-27	525
-26	923
-25	699
-24	1578
-23	680
-22	1341
-21	861
-20	2526
-19	975
-18	2281
-17	1300
-16	3939
-15	2465
-14	3727
-13	2153
-12	7822
-11	2878
-10	7791
-9	4371
-8	13905
-7	5685
-6	16624
-5	15260
-4	51669
-3	35737
-2	94114
-1	234331
1	238858
2	93654
3	33889
4	49226
5	14521
6	16300
7	5326
8	13952
9	4212
10	7696
11	2736
12	7590
13	1963
14	3461
15	2366
16	3918
17	1161
18	2213
19	903
20	2582
21	877
22	1285
23	624
24	1598
25	697
26	863
27	478
28	936
29	365
30	777
31	308
32	588
33	274
34	371
35	294
36	439
37	201
38	267
39	182
40	376
41	154
42	220
43	128
44	172
45	130
46	149
47	101
48	191
49	138
50	139
51	86
52	134
53	99
54	111
55	84
56	101
57	64
58	88
59	68
60	3031
