# [1]Indel length	[2]Count
-60	2443
-59	54
-58	88
-57	63
-56	110
-55	57
-54	111
-53	55
-52	123
-51	84
-50	152
-49	138
-48	177
-47	86
-46	151
-45	119
-44	202
-43	114
-42	232
-41	148
-40	388
-39	192
-38	309
-37	206
-36	450
-35	247
-34	434
-33	269
-32	647
-31	313
-30	776
-29	407
-28	925
-27	507
-26	940
-25	707
-24	1519
-23	649
-22	1316
-21	804
-20	2540
-19	970
-18	2273
-17	1203
-16	3830
-15	2381
-14	3661
-13	2105
-12	7593
-11	2765
-10	7703
-9	4278
-8	13557
-7	5550
-6	16253
-5	14900
-4	50719
-3	34785
-2	92556
-1	231186
1	234784
2	91628
3	33228
4	48376
5	14056
6	15762
7	5152
8	13553
9	4102
10	7452
11	2590
12	7411
13	1850
14	3221
15	2229
16	3639
17	1090
18	2064
19	836
20	2445
21	786
22	1157
23	541
24	1533
25	655
26	829
27	444
28	863
29	340
30	689
31	287
32	560
33	246
34	363
35	247
36	387
37	184
38	262
39	187
40	306
41	139
42	190
43	129
44	169
45	127
46	131
47	113
48	155
49	102
50	136
51	76
52	114
53	76
54	109
55	70
56	95
57	54
58	69
59	50
60	2406
