# [1]Indel length	[2]Count
-60	2396
-59	48
-58	83
-57	53
-56	104
-55	56
-54	125
-53	60
-52	114
-51	80
-50	153
-49	142
-48	197
-47	105
-46	163
-45	130
-44	207
-43	111
-42	237
-41	138
-40	401
-39	190
-38	314
-37	196
-36	480
-35	276
-34	416
-33	266
-32	619
-31	319
-30	757
-29	382
-28	944
-27	519
-26	959
-25	714
-24	1534
-23	665
-22	1329
-21	836
-20	2591
-19	978
-18	2256
-17	1232
-16	3828
-15	2434
-14	3663
-13	2123
-12	7418
-11	2752
-10	7815
-9	4399
-8	13672
-7	5578
-6	16324
-5	15090
-4	50857
-3	35021
-2	92630
-1	231104
1	234784
2	91872
3	33397
4	48797
5	14157
6	16145
7	5234
8	13699
9	4165
10	7485
11	2585
12	7542
13	1952
14	3354
15	2201
16	3742
17	1097
18	2162
19	883
20	2496
21	825
22	1246
23	634
24	1523
25	659
26	836
27	500
28	897
29	347
30	719
31	359
32	558
33	252
34	362
35	275
36	395
37	201
38	251
39	178
40	335
41	127
42	198
43	116
44	181
45	127
46	137
47	102
48	195
49	112
50	145
51	82
52	130
53	86
54	113
55	78
56	120
57	73
58	83
59	68
60	2741
