# [1]Indel length	[2]Count
-60	2469
-59	47
-58	86
-57	56
-56	123
-55	68
-54	109
-53	69
-52	123
-51	78
-50	157
-49	158
-48	200
-47	105
-46	166
-45	110
-44	214
-43	119
-42	225
-41	143
-40	398
-39	187
-38	337
-37	200
-36	451
-35	266
-34	382
-33	253
-32	662
-31	318
-30	801
-29	360
-28	953
-27	507
-26	886
-25	720
-24	1540
-23	659
-22	1317
-21	818
-20	2519
-19	981
-18	2328
-17	1281
-16	3864
-15	2337
-14	3692
-13	2144
-12	7800
-11	2806
-10	7805
-9	4461
-8	13801
-7	5531
-6	16599
-5	15158
-4	51012
-3	35435
-2	93458
-1	232830
1	236569
2	92554
3	33509
4	48923
5	14263
6	16082
7	5310
8	13663
9	4085
10	7482
11	2570
12	7449
13	1916
14	3493
15	2278
16	3894
17	1046
18	2164
19	904
20	2499
21	819
22	1157
23	611
24	1536
25	660
26	864
27	500
28	936
29	331
30	709
31	305
32	577
33	259
34	353
35	279
36	427
37	183
38	257
39	189
40	324
41	132
42	210
43	123
44	164
45	137
46	148
47	104
48	208
49	134
50	148
51	84
52	127
53	86
54	123
55	73
56	96
57	68
58	96
59	66
60	2865
