# [1]Indel length	[2]Mean VAF
-60	0.58
-59	0.58
-58	0.57
-57	0.57
-56	0.58
-55	0.57
-54	0.62
-53	0.66
-52	0.59
-51	0.56
-50	0.62
-49	0.55
-48	0.61
-47	0.55
-46	0.63
-45	0.58
-44	0.62
-43	0.57
-42	0.62
-41	0.62
-40	0.62
-39	0.62
-38	0.63
-37	0.64
-36	0.65
-35	0.61
-34	0.66
-33	0.63
-32	0.64
-31	0.65
-30	0.64
-29	0.64
-28	0.65
-27	0.63
-26	0.65
-25	0.63
-24	0.65
-23	0.62
-22	0.66
-21	0.63
-20	0.62
-19	0.65
-18	0.66
-17	0.66
-16	0.64
-15	0.62
-14	0.65
-13	0.66
-12	0.63
-11	0.66
-10	0.63
-9	0.65
-8	0.63
-7	0.66
-6	0.63
-5	0.63
-4	0.63
-3	0.64
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.64
5	0.62
6	0.59
7	0.60
8	0.57
9	0.59
10	0.56
11	0.58
12	0.57
13	0.59
14	0.56
15	0.58
16	0.56
17	0.61
18	0.56
19	0.61
20	0.56
21	0.60
22	0.55
23	0.61
24	0.56
25	0.60
26	0.59
27	0.62
28	0.57
29	0.61
30	0.58
31	0.64
32	0.59
33	0.64
34	0.60
35	0.59
36	0.59
37	0.64
38	0.62
39	0.61
40	0.61
41	0.62
42	0.61
43	0.65
44	0.57
45	0.61
46	0.64
47	0.59
48	0.62
49	0.61
50	0.63
51	0.65
52	0.66
53	0.63
54	0.62
55	0.58
56	0.61
57	0.60
58	0.65
59	0.66
60	0.63
