# [1]Indel length	[2]Count
-60	2448
-59	34
-58	77
-57	51
-56	116
-55	58
-54	107
-53	72
-52	121
-51	75
-50	159
-49	163
-48	209
-47	106
-46	163
-45	123
-44	217
-43	105
-42	234
-41	151
-40	392
-39	181
-38	282
-37	219
-36	438
-35	244
-34	411
-33	254
-32	642
-31	314
-30	815
-29	377
-28	957
-27	516
-26	940
-25	715
-24	1505
-23	612
-22	1349
-21	804
-20	2470
-19	960
-18	2225
-17	1234
-16	3799
-15	2427
-14	3643
-13	2087
-12	7728
-11	2796
-10	7742
-9	4211
-8	13556
-7	5560
-6	16391
-5	15220
-4	50581
-3	35173
-2	92157
-1	230012
1	233050
2	90987
3	32998
4	48314
5	14002
6	15822
7	5201
8	13496
9	4068
10	7233
11	2572
12	7176
13	1823
14	3294
15	2202
16	3718
17	1081
18	2126
19	887
20	2453
21	805
22	1165
23	594
24	1468
25	669
26	763
27	444
28	916
29	302
30	684
31	286
32	566
33	254
34	365
35	290
36	413
37	194
38	238
39	172
40	336
41	139
42	217
43	133
44	156
45	136
46	133
47	117
48	208
49	116
50	141
51	87
52	118
53	98
54	112
55	85
56	94
57	76
58	79
59	62
60	2752
