# [1]Indel length	[2]Mean VAF
-60	0.56
-59	0.54
-58	0.62
-57	0.58
-56	0.60
-55	0.63
-54	0.57
-53	0.59
-52	0.56
-51	0.61
-50	0.62
-49	0.57
-48	0.57
-47	0.59
-46	0.63
-45	0.58
-44	0.60
-43	0.58
-42	0.63
-41	0.66
-40	0.61
-39	0.59
-38	0.63
-37	0.59
-36	0.63
-35	0.59
-34	0.63
-33	0.62
-32	0.66
-31	0.65
-30	0.64
-29	0.61
-28	0.64
-27	0.60
-26	0.65
-25	0.64
-24	0.64
-23	0.61
-22	0.66
-21	0.64
-20	0.62
-19	0.64
-18	0.65
-17	0.66
-16	0.63
-15	0.63
-14	0.65
-13	0.67
-12	0.63
-11	0.67
-10	0.62
-9	0.65
-8	0.63
-7	0.66
-6	0.63
-5	0.63
-4	0.63
-3	0.64
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.64
5	0.63
6	0.59
7	0.61
8	0.58
9	0.60
10	0.57
11	0.59
12	0.58
13	0.61
14	0.57
15	0.59
16	0.56
17	0.62
18	0.57
19	0.62
20	0.57
21	0.61
22	0.55
23	0.62
24	0.57
25	0.59
26	0.57
27	0.60
28	0.57
29	0.63
30	0.57
31	0.63
32	0.56
33	0.64
34	0.59
35	0.61
36	0.58
37	0.65
38	0.61
39	0.62
40	0.59
41	0.63
42	0.62
43	0.58
44	0.58
45	0.62
46	0.60
47	0.62
48	0.58
49	0.64
50	0.63
51	0.59
52	0.62
53	0.68
54	0.64
55	0.58
56	0.61
57	0.63
58	0.64
59	0.63
60	0.63
