# [1]Indel length	[2]Mean VAF
-60	0.58
-59	0.58
-58	0.62
-57	0.63
-56	0.57
-55	0.55
-54	0.61
-53	0.55
-52	0.62
-51	0.58
-50	0.62
-49	0.55
-48	0.61
-47	0.58
-46	0.62
-45	0.60
-44	0.64
-43	0.60
-42	0.62
-41	0.59
-40	0.63
-39	0.61
-38	0.62
-37	0.57
-36	0.62
-35	0.59
-34	0.64
-33	0.60
-32	0.64
-31	0.65
-30	0.65
-29	0.65
-28	0.64
-27	0.61
-26	0.65
-25	0.63
-24	0.63
-23	0.63
-22	0.65
-21	0.65
-20	0.63
-19	0.67
-18	0.64
-17	0.66
-16	0.63
-15	0.64
-14	0.63
-13	0.65
-12	0.63
-11	0.65
-10	0.63
-9	0.64
-8	0.62
-7	0.65
-6	0.63
-5	0.63
-4	0.63
-3	0.63
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.64
5	0.63
6	0.59
7	0.60
8	0.59
9	0.60
10	0.58
11	0.61
12	0.58
13	0.61
14	0.59
15	0.60
16	0.58
17	0.62
18	0.57
19	0.62
20	0.57
21	0.63
22	0.59
23	0.61
24	0.59
25	0.62
26	0.60
27	0.60
28	0.60
29	0.62
30	0.59
31	0.66
32	0.61
33	0.63
34	0.62
35	0.60
36	0.61
37	0.63
38	0.63
39	0.60
40	0.59
41	0.64
42	0.61
43	0.67
44	0.62
45	0.61
46	0.66
47	0.65
48	0.65
49	0.64
50	0.62
51	0.58
52	0.68
53	0.65
54	0.61
55	0.66
56	0.65
57	0.62
58	0.65
59	0.67
60	0.65
