# [1]Indel length	[2]Count
-60	2488
-59	41
-58	86
-57	60
-56	105
-55	65
-54	110
-53	58
-52	98
-51	73
-50	159
-49	117
-48	179
-47	113
-46	147
-45	131
-44	199
-43	112
-42	212
-41	134
-40	400
-39	157
-38	308
-37	192
-36	393
-35	239
-34	400
-33	269
-32	623
-31	293
-30	694
-29	371
-28	851
-27	455
-26	865
-25	656
-24	1472
-23	618
-22	1251
-21	772
-20	2376
-19	942
-18	2166
-17	1160
-16	3594
-15	2309
-14	3481
-13	2004
-12	7394
-11	2604
-10	7520
-9	4254
-8	13284
-7	5259
-6	15901
-5	14634
-4	49733
-3	33735
-2	90047
-1	226079
1	228223
2	88411
3	31962
4	47261
5	13456
6	15213
7	4905
8	12936
9	3854
10	7042
11	2355
12	7135
13	1703
14	3126
15	2085
16	3497
17	962
18	1923
19	846
20	2316
21	728
22	1090
23	519
24	1443
25	581
26	746
27	400
28	826
29	315
30	626
31	297
32	538
33	227
34	331
35	272
36	381
37	159
38	245
39	150
40	276
41	112
42	168
43	126
44	151
45	112
46	111
47	95
48	166
49	89
50	113
51	69
52	120
53	68
54	99
55	66
56	91
57	47
58	74
59	46
60	2118
