# [1]Indel length	[2]Count
-60	2497
-59	46
-58	77
-57	62
-56	111
-55	61
-54	135
-53	70
-52	119
-51	84
-50	170
-49	164
-48	198
-47	112
-46	155
-45	113
-44	204
-43	111
-42	244
-41	131
-40	382
-39	174
-38	307
-37	192
-36	423
-35	234
-34	415
-33	279
-32	655
-31	318
-30	761
-29	371
-28	916
-27	519
-26	899
-25	669
-24	1494
-23	635
-22	1265
-21	797
-20	2473
-19	929
-18	2247
-17	1225
-16	3837
-15	2378
-14	3537
-13	2012
-12	7655
-11	2792
-10	7612
-9	4322
-8	13491
-7	5406
-6	16222
-5	14953
-4	50431
-3	34728
-2	91934
-1	228833
1	231959
2	90639
3	32676
4	48075
5	13992
6	15633
7	4966
8	13281
9	3994
10	7276
11	2510
12	7238
13	1782
14	3300
15	2139
16	3562
17	1055
18	2101
19	834
20	2404
21	797
22	1156
23	577
24	1384
25	642
26	811
27	437
28	822
29	306
30	692
31	303
32	537
33	236
34	355
35	252
36	380
37	187
38	249
39	163
40	329
41	120
42	202
43	112
44	167
45	136
46	144
47	101
48	178
49	116
50	128
51	77
52	123
53	82
54	120
55	81
56	86
57	64
58	93
59	59
60	2631
