# [1]Indel length	[2]Mean VAF
-60	0.56
-59	0.59
-58	0.54
-57	0.57
-56	0.58
-55	0.61
-54	0.62
-53	0.59
-52	0.57
-51	0.62
-50	0.61
-49	0.51
-48	0.64
-47	0.53
-46	0.63
-45	0.61
-44	0.61
-43	0.61
-42	0.65
-41	0.64
-40	0.62
-39	0.62
-38	0.62
-37	0.63
-36	0.64
-35	0.62
-34	0.65
-33	0.62
-32	0.66
-31	0.64
-30	0.65
-29	0.62
-28	0.66
-27	0.65
-26	0.65
-25	0.61
-24	0.64
-23	0.63
-22	0.65
-21	0.64
-20	0.63
-19	0.67
-18	0.64
-17	0.65
-16	0.63
-15	0.63
-14	0.65
-13	0.66
-12	0.63
-11	0.66
-10	0.63
-9	0.66
-8	0.63
-7	0.65
-6	0.63
-5	0.63
-4	0.63
-3	0.64
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.63
5	0.63
6	0.59
7	0.61
8	0.58
9	0.61
10	0.58
11	0.61
12	0.57
13	0.61
14	0.57
15	0.58
16	0.57
17	0.61
18	0.56
19	0.62
20	0.57
21	0.62
22	0.57
23	0.63
24	0.58
25	0.60
26	0.57
27	0.64
28	0.59
29	0.64
30	0.59
31	0.63
32	0.59
33	0.63
34	0.59
35	0.59
36	0.57
37	0.67
38	0.62
39	0.64
40	0.59
41	0.61
42	0.59
43	0.63
44	0.63
45	0.60
46	0.58
47	0.63
48	0.58
49	0.60
50	0.57
51	0.63
52	0.63
53	0.68
54	0.62
55	0.60
56	0.64
57	0.62
58	0.63
59	0.62
60	0.64
