# [1]Indel length	[2]Count
-60	2379
-59	44
-58	87
-57	58
-56	112
-55	69
-54	104
-53	58
-52	113
-51	91
-50	150
-49	156
-48	178
-47	109
-46	162
-45	112
-44	185
-43	104
-42	236
-41	127
-40	390
-39	177
-38	288
-37	194
-36	424
-35	240
-34	378
-33	277
-32	648
-31	288
-30	740
-29	370
-28	925
-27	452
-26	894
-25	679
-24	1510
-23	649
-22	1219
-21	807
-20	2377
-19	937
-18	2137
-17	1141
-16	3695
-15	2418
-14	3479
-13	2064
-12	7326
-11	2660
-10	7479
-9	4252
-8	13062
-7	5285
-6	15992
-5	14813
-4	49386
-3	33908
-2	89888
-1	224497
1	227427
2	88610
3	32196
4	47041
5	13807
6	15080
7	4935
8	12947
9	3938
10	7017
11	2412
12	7040
13	1784
14	3115
15	2115
16	3465
17	1029
18	2003
19	810
20	2316
21	735
22	1054
23	559
24	1355
25	612
26	755
27	440
28	810
29	314
30	650
31	293
32	468
33	220
34	326
35	244
36	385
37	176
38	227
39	150
40	307
41	122
42	188
43	110
44	166
45	125
46	131
47	104
48	175
49	102
50	123
51	77
52	124
53	74
54	104
55	78
56	80
57	51
58	73
59	49
60	2469
