# [1]Indel length	[2]Mean VAF
-60	0.58
-59	0.56
-58	0.60
-57	0.58
-56	0.66
-55	0.60
-54	0.61
-53	0.54
-52	0.56
-51	0.60
-50	0.64
-49	0.56
-48	0.57
-47	0.64
-46	0.60
-45	0.61
-44	0.63
-43	0.61
-42	0.64
-41	0.64
-40	0.63
-39	0.61
-38	0.65
-37	0.60
-36	0.65
-35	0.59
-34	0.62
-33	0.64
-32	0.66
-31	0.65
-30	0.66
-29	0.66
-28	0.64
-27	0.64
-26	0.65
-25	0.64
-24	0.65
-23	0.64
-22	0.66
-21	0.64
-20	0.63
-19	0.67
-18	0.65
-17	0.66
-16	0.65
-15	0.64
-14	0.66
-13	0.67
-12	0.64
-11	0.66
-10	0.63
-9	0.65
-8	0.63
-7	0.66
-6	0.64
-5	0.64
-4	0.64
-3	0.64
-2	0.65
-1	0.68
1	0.67
2	0.64
3	0.65
4	0.65
5	0.64
6	0.61
7	0.62
8	0.59
9	0.62
10	0.59
11	0.62
12	0.59
13	0.63
14	0.59
15	0.59
16	0.59
17	0.63
18	0.59
19	0.64
20	0.58
21	0.64
22	0.57
23	0.63
24	0.61
25	0.60
26	0.60
27	0.65
28	0.61
29	0.65
30	0.60
31	0.66
32	0.62
33	0.62
34	0.59
35	0.62
36	0.63
37	0.68
38	0.65
39	0.62
40	0.60
41	0.63
42	0.66
43	0.60
44	0.65
45	0.64
46	0.67
47	0.65
48	0.65
49	0.67
50	0.62
51	0.68
52	0.69
53	0.69
54	0.64
55	0.64
56	0.61
57	0.64
58	0.62
59	0.72
60	0.66
