# [1]Indel length	[2]Count
-60	2480
-59	43
-58	82
-57	58
-56	106
-55	61
-54	121
-53	68
-52	113
-51	82
-50	165
-49	144
-48	190
-47	104
-46	158
-45	128
-44	208
-43	128
-42	232
-41	152
-40	402
-39	181
-38	280
-37	209
-36	437
-35	255
-34	385
-33	269
-32	647
-31	318
-30	713
-29	362
-28	926
-27	495
-26	882
-25	736
-24	1499
-23	638
-22	1272
-21	810
-20	2453
-19	992
-18	2202
-17	1221
-16	3814
-15	2389
-14	3714
-13	2183
-12	7555
-11	2877
-10	7726
-9	4434
-8	13621
-7	5862
-6	16425
-5	15523
-4	51038
-3	36171
-2	93968
-1	231248
1	236256
2	92975
3	34604
4	49252
5	14980
6	16293
7	5724
8	13659
9	4335
10	7587
11	2699
12	7282
13	2000
14	3335
15	2234
16	3660
17	1111
18	2111
19	946
20	2445
21	843
22	1157
23	626
24	1440
25	624
26	808
27	468
28	865
29	337
30	673
31	313
32	583
33	227
34	374
35	275
36	420
37	192
38	251
39	163
40	327
41	132
42	213
43	113
44	187
45	136
46	130
47	111
48	202
49	120
50	144
51	84
52	127
53	90
54	110
55	86
56	85
57	63
58	76
59	72
60	2669
