# [1]Indel length	[2]Count
-60	2501
-59	51
-58	86
-57	54
-56	109
-55	64
-54	117
-53	79
-52	125
-51	82
-50	175
-49	171
-48	228
-47	111
-46	158
-45	121
-44	206
-43	116
-42	217
-41	141
-40	393
-39	173
-38	311
-37	204
-36	440
-35	260
-34	431
-33	286
-32	636
-31	315
-30	769
-29	391
-28	930
-27	493
-26	901
-25	675
-24	1535
-23	696
-22	1248
-21	847
-20	2517
-19	994
-18	2300
-17	1215
-16	3786
-15	2405
-14	3673
-13	2044
-12	7688
-11	2790
-10	7851
-9	4335
-8	13662
-7	5472
-6	16057
-5	15087
-4	50441
-3	35056
-2	91776
-1	229343
1	233166
2	90908
3	33117
4	48258
5	14109
6	15911
7	5254
8	13624
9	4070
10	7422
11	2557
12	7515
13	1908
14	3308
15	2287
16	3726
17	1140
18	2221
19	864
20	2479
21	821
22	1255
23	603
24	1509
25	637
26	867
27	511
28	899
29	352
30	726
31	303
32	575
33	272
34	384
35	274
36	396
37	203
38	272
39	180
40	354
41	135
42	224
43	130
44	189
45	132
46	160
47	121
48	188
49	123
50	162
51	90
52	126
53	72
54	124
55	90
56	105
57	68
58	88
59	67
60	2899
