# [1]Indel length	[2]Mean VAF
-60	0.54
-59	0.51
-58	0.53
-57	0.62
-56	0.59
-55	0.52
-54	0.57
-53	0.55
-52	0.53
-51	0.54
-50	0.57
-49	0.55
-48	0.56
-47	0.57
-46	0.58
-45	0.61
-44	0.59
-43	0.58
-42	0.61
-41	0.59
-40	0.62
-39	0.56
-38	0.60
-37	0.60
-36	0.62
-35	0.59
-34	0.64
-33	0.61
-32	0.63
-31	0.61
-30	0.63
-29	0.61
-28	0.63
-27	0.62
-26	0.64
-25	0.62
-24	0.63
-23	0.61
-22	0.63
-21	0.63
-20	0.62
-19	0.65
-18	0.64
-17	0.65
-16	0.62
-15	0.62
-14	0.63
-13	0.66
-12	0.62
-11	0.65
-10	0.62
-9	0.64
-8	0.61
-7	0.64
-6	0.61
-5	0.63
-4	0.62
-3	0.63
-2	0.63
-1	0.67
1	0.67
2	0.62
3	0.62
4	0.62
5	0.61
6	0.57
7	0.58
8	0.56
9	0.57
10	0.55
11	0.57
12	0.55
13	0.57
14	0.53
15	0.56
16	0.54
17	0.59
18	0.54
19	0.58
20	0.54
21	0.60
22	0.54
23	0.59
24	0.54
25	0.57
26	0.55
27	0.60
28	0.55
29	0.59
30	0.57
31	0.63
32	0.57
33	0.59
34	0.57
35	0.59
36	0.56
37	0.63
38	0.60
39	0.59
40	0.58
41	0.63
42	0.60
43	0.61
44	0.57
45	0.57
46	0.54
47	0.65
48	0.57
49	0.61
50	0.56
51	0.62
52	0.62
53	0.56
54	0.61
55	0.59
56	0.64
57	0.62
58	0.60
59	0.61
60	0.60
