# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.64
-58	0.58
-57	0.58
-56	0.61
-55	0.62
-54	0.62
-53	0.56
-52	0.64
-51	0.59
-50	0.62
-49	0.55
-48	0.64
-47	0.59
-46	0.64
-45	0.61
-44	0.62
-43	0.63
-42	0.62
-41	0.63
-40	0.59
-39	0.59
-38	0.64
-37	0.62
-36	0.64
-35	0.61
-34	0.65
-33	0.62
-32	0.65
-31	0.66
-30	0.64
-29	0.64
-28	0.64
-27	0.64
-26	0.64
-25	0.65
-24	0.64
-23	0.62
-22	0.64
-21	0.62
-20	0.63
-19	0.66
-18	0.65
-17	0.67
-16	0.63
-15	0.65
-14	0.64
-13	0.66
-12	0.63
-11	0.66
-10	0.63
-9	0.66
-8	0.63
-7	0.66
-6	0.63
-5	0.64
-4	0.64
-3	0.64
-2	0.65
-1	0.68
1	0.68
2	0.63
3	0.64
4	0.64
5	0.63
6	0.59
7	0.60
8	0.59
9	0.60
10	0.57
11	0.61
12	0.58
13	0.61
14	0.57
15	0.58
16	0.56
17	0.62
18	0.56
19	0.62
20	0.57
21	0.63
22	0.56
23	0.60
24	0.59
25	0.60
26	0.57
27	0.63
28	0.59
29	0.60
30	0.59
31	0.64
32	0.59
33	0.65
34	0.60
35	0.61
36	0.59
37	0.64
38	0.64
39	0.61
40	0.59
41	0.64
42	0.63
43	0.63
44	0.59
45	0.65
46	0.61
47	0.59
48	0.64
49	0.64
50	0.63
51	0.61
52	0.62
53	0.65
54	0.62
55	0.63
56	0.62
57	0.66
58	0.65
59	0.71
60	0.64
