# [1]Indel length	[2]Mean VAF
-60	0.58
-59	0.61
-58	0.56
-57	0.61
-56	0.58
-55	0.63
-54	0.56
-53	0.59
-52	0.64
-51	0.56
-50	0.65
-49	0.58
-48	0.64
-47	0.62
-46	0.64
-45	0.67
-44	0.63
-43	0.61
-42	0.63
-41	0.56
-40	0.62
-39	0.61
-38	0.63
-37	0.59
-36	0.65
-35	0.65
-34	0.64
-33	0.61
-32	0.65
-31	0.64
-30	0.66
-29	0.66
-28	0.65
-27	0.62
-26	0.66
-25	0.64
-24	0.66
-23	0.63
-22	0.66
-21	0.65
-20	0.65
-19	0.68
-18	0.65
-17	0.66
-16	0.65
-15	0.65
-14	0.65
-13	0.68
-12	0.65
-11	0.67
-10	0.64
-9	0.65
-8	0.63
-7	0.67
-6	0.64
-5	0.64
-4	0.64
-3	0.64
-2	0.65
-1	0.69
1	0.67
2	0.64
3	0.65
4	0.64
5	0.64
6	0.61
7	0.62
8	0.60
9	0.62
10	0.59
11	0.63
12	0.59
13	0.63
14	0.59
15	0.61
16	0.59
17	0.63
18	0.59
19	0.64
20	0.59
21	0.64
22	0.61
23	0.63
24	0.61
25	0.62
26	0.61
27	0.62
28	0.61
29	0.63
30	0.62
31	0.63
32	0.62
33	0.64
34	0.62
35	0.63
36	0.64
37	0.68
38	0.66
39	0.62
40	0.61
41	0.70
42	0.67
43	0.60
44	0.60
45	0.58
46	0.61
47	0.63
48	0.62
49	0.63
50	0.65
51	0.63
52	0.62
53	0.61
54	0.70
55	0.69
56	0.65
57	0.71
58	0.60
59	0.72
60	0.65
