# [1]Indel length	[2]Count
-60	2418
-59	36
-58	81
-57	55
-56	99
-55	67
-54	113
-53	64
-52	104
-51	88
-50	147
-49	150
-48	194
-47	102
-46	146
-45	113
-44	204
-43	118
-42	207
-41	148
-40	395
-39	185
-38	282
-37	216
-36	438
-35	222
-34	412
-33	261
-32	653
-31	324
-30	766
-29	349
-28	919
-27	494
-26	901
-25	683
-24	1527
-23	647
-22	1285
-21	798
-20	2437
-19	939
-18	2283
-17	1231
-16	3771
-15	2332
-14	3462
-13	2146
-12	7602
-11	2751
-10	7745
-9	4262
-8	13561
-7	5459
-6	16174
-5	14922
-4	50554
-3	34567
-2	91561
-1	228330
1	231930
2	90152
3	32618
4	47893
5	13820
6	15561
7	4976
8	13122
9	3905
10	7086
11	2464
12	7197
13	1765
14	3242
15	2200
16	3446
17	1046
18	1986
19	809
20	2407
21	739
22	1121
23	566
24	1364
25	592
26	735
27	460
28	851
29	316
30	649
31	309
32	548
33	254
34	380
35	257
36	390
37	187
38	232
39	167
40	317
41	140
42	190
43	104
44	164
45	135
46	140
47	86
48	183
49	114
50	135
51	76
52	116
53	82
54	119
55	69
56	102
57	61
58	65
59	52
60	2437
