# [1]Indel length	[2]Count
-60	2386
-59	49
-58	72
-57	55
-56	97
-55	63
-54	112
-53	60
-52	121
-51	71
-50	140
-49	124
-48	180
-47	91
-46	148
-45	140
-44	203
-43	103
-42	210
-41	141
-40	360
-39	174
-38	281
-37	193
-36	425
-35	235
-34	398
-33	265
-32	609
-31	299
-30	706
-29	355
-28	862
-27	444
-26	912
-25	672
-24	1435
-23	619
-22	1208
-21	743
-20	2338
-19	928
-18	2168
-17	1148
-16	3552
-15	2272
-14	3484
-13	2036
-12	7318
-11	2590
-10	7374
-9	4075
-8	12961
-7	5335
-6	15653
-5	14829
-4	49390
-3	33940
-2	89189
-1	224793
1	227335
2	87866
3	31866
4	46563
5	13515
6	15173
7	4827
8	12744
9	3855
10	7004
11	2388
12	6801
13	1753
14	2964
15	2113
16	3307
17	963
18	1898
19	784
20	2251
21	740
22	1011
23	535
24	1340
25	576
26	734
27	419
28	755
29	300
30	612
31	258
32	509
33	203
34	352
35	212
36	334
37	184
38	198
39	151
40	280
41	116
42	168
43	86
44	136
45	133
46	111
47	89
48	140
49	86
50	110
51	67
52	98
53	72
54	100
55	68
56	98
57	53
58	60
59	50
60	2063
