# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.55
-58	0.57
-57	0.61
-56	0.63
-55	0.59
-54	0.60
-53	0.61
-52	0.64
-51	0.56
-50	0.59
-49	0.57
-48	0.62
-47	0.59
-46	0.62
-45	0.58
-44	0.60
-43	0.61
-42	0.63
-41	0.62
-40	0.61
-39	0.64
-38	0.64
-37	0.60
-36	0.63
-35	0.61
-34	0.67
-33	0.61
-32	0.65
-31	0.66
-30	0.64
-29	0.63
-28	0.64
-27	0.63
-26	0.64
-25	0.64
-24	0.64
-23	0.64
-22	0.64
-21	0.64
-20	0.63
-19	0.66
-18	0.64
-17	0.65
-16	0.63
-15	0.63
-14	0.65
-13	0.66
-12	0.63
-11	0.66
-10	0.62
-9	0.65
-8	0.62
-7	0.65
-6	0.62
-5	0.63
-4	0.63
-3	0.64
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.63
5	0.63
6	0.59
7	0.60
8	0.58
9	0.60
10	0.57
11	0.60
12	0.58
13	0.61
14	0.57
15	0.59
16	0.57
17	0.62
18	0.56
19	0.62
20	0.58
21	0.62
22	0.58
23	0.62
24	0.58
25	0.59
26	0.58
27	0.64
28	0.57
29	0.62
30	0.60
31	0.62
32	0.58
33	0.64
34	0.59
35	0.60
36	0.59
37	0.63
38	0.61
39	0.60
40	0.59
41	0.65
42	0.64
43	0.62
44	0.58
45	0.62
46	0.60
47	0.61
48	0.59
49	0.59
50	0.61
51	0.58
52	0.61
53	0.64
54	0.67
55	0.62
56	0.65
57	0.64
58	0.65
59	0.69
60	0.65
