# [1]Indel length	[2]Mean VAF
-60	0.56
-59	0.58
-58	0.60
-57	0.59
-56	0.54
-55	0.64
-54	0.59
-53	0.56
-52	0.53
-51	0.52
-50	0.56
-49	0.56
-48	0.56
-47	0.63
-46	0.63
-45	0.57
-44	0.61
-43	0.58
-42	0.60
-41	0.59
-40	0.60
-39	0.64
-38	0.62
-37	0.61
-36	0.62
-35	0.58
-34	0.63
-33	0.61
-32	0.62
-31	0.66
-30	0.64
-29	0.63
-28	0.61
-27	0.61
-26	0.63
-25	0.60
-24	0.63
-23	0.61
-22	0.63
-21	0.61
-20	0.60
-19	0.65
-18	0.62
-17	0.65
-16	0.62
-15	0.62
-14	0.63
-13	0.66
-12	0.62
-11	0.66
-10	0.61
-9	0.64
-8	0.61
-7	0.64
-6	0.61
-5	0.62
-4	0.62
-3	0.63
-2	0.63
-1	0.67
1	0.66
2	0.62
3	0.63
4	0.63
5	0.62
6	0.58
7	0.60
8	0.57
9	0.59
10	0.56
11	0.60
12	0.57
13	0.59
14	0.56
15	0.57
16	0.57
17	0.61
18	0.56
19	0.63
20	0.56
21	0.61
22	0.56
23	0.61
24	0.57
25	0.59
26	0.58
27	0.63
28	0.57
29	0.62
30	0.58
31	0.61
32	0.57
33	0.65
34	0.58
35	0.61
36	0.59
37	0.63
38	0.62
39	0.61
40	0.58
41	0.65
42	0.60
43	0.60
44	0.60
45	0.58
46	0.61
47	0.63
48	0.61
49	0.67
50	0.61
51	0.63
52	0.62
53	0.66
54	0.60
55	0.62
56	0.59
57	0.65
58	0.62
59	0.73
60	0.64
