# [1]Indel length	[2]Mean VAF
-60	0.55
-59	0.52
-58	0.55
-57	0.55
-56	0.57
-55	0.68
-54	0.59
-53	0.62
-52	0.59
-51	0.60
-50	0.59
-49	0.56
-48	0.58
-47	0.60
-46	0.64
-45	0.59
-44	0.63
-43	0.64
-42	0.64
-41	0.64
-40	0.61
-39	0.61
-38	0.63
-37	0.59
-36	0.63
-35	0.61
-34	0.62
-33	0.60
-32	0.66
-31	0.62
-30	0.63
-29	0.64
-28	0.63
-27	0.65
-26	0.63
-25	0.65
-24	0.63
-23	0.62
-22	0.64
-21	0.63
-20	0.63
-19	0.66
-18	0.65
-17	0.66
-16	0.63
-15	0.63
-14	0.65
-13	0.66
-12	0.63
-11	0.66
-10	0.63
-9	0.65
-8	0.63
-7	0.65
-6	0.63
-5	0.63
-4	0.64
-3	0.64
-2	0.65
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.64
5	0.63
6	0.59
7	0.60
8	0.58
9	0.60
10	0.57
11	0.60
12	0.58
13	0.60
14	0.56
15	0.59
16	0.58
17	0.60
18	0.56
19	0.63
20	0.57
21	0.61
22	0.56
23	0.64
24	0.59
25	0.60
26	0.59
27	0.62
28	0.57
29	0.63
30	0.58
31	0.65
32	0.58
33	0.64
34	0.59
35	0.59
36	0.57
37	0.64
38	0.61
39	0.61
40	0.58
41	0.65
42	0.60
43	0.63
44	0.62
45	0.59
46	0.59
47	0.60
48	0.64
49	0.61
50	0.57
51	0.64
52	0.63
53	0.63
54	0.64
55	0.63
56	0.60
57	0.62
58	0.60
59	0.71
60	0.64
