# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.54
-58	0.59
-57	0.64
-56	0.60
-55	0.62
-54	0.58
-53	0.62
-52	0.62
-51	0.57
-50	0.64
-49	0.55
-48	0.59
-47	0.58
-46	0.59
-45	0.65
-44	0.63
-43	0.59
-42	0.62
-41	0.60
-40	0.60
-39	0.62
-38	0.62
-37	0.59
-36	0.62
-35	0.60
-34	0.66
-33	0.61
-32	0.64
-31	0.63
-30	0.65
-29	0.62
-28	0.64
-27	0.60
-26	0.65
-25	0.62
-24	0.63
-23	0.62
-22	0.65
-21	0.63
-20	0.61
-19	0.66
-18	0.63
-17	0.67
-16	0.63
-15	0.63
-14	0.64
-13	0.66
-12	0.62
-11	0.66
-10	0.62
-9	0.65
-8	0.62
-7	0.65
-6	0.63
-5	0.63
-4	0.63
-3	0.64
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.63
5	0.63
6	0.59
7	0.61
8	0.58
9	0.61
10	0.57
11	0.60
12	0.58
13	0.61
14	0.57
15	0.58
16	0.58
17	0.63
18	0.57
19	0.63
20	0.56
21	0.61
22	0.57
23	0.62
24	0.58
25	0.58
26	0.59
27	0.61
28	0.60
29	0.62
30	0.59
31	0.62
32	0.58
33	0.63
34	0.60
35	0.61
36	0.57
37	0.64
38	0.63
39	0.63
40	0.61
41	0.68
42	0.60
43	0.62
44	0.59
45	0.59
46	0.57
47	0.60
48	0.58
49	0.67
50	0.62
51	0.67
52	0.66
53	0.65
54	0.61
55	0.63
56	0.62
57	0.66
58	0.63
59	0.71
60	0.64
