# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.53
-58	0.63
-57	0.63
-56	0.61
-55	0.63
-54	0.62
-53	0.61
-52	0.58
-51	0.62
-50	0.56
-49	0.56
-48	0.63
-47	0.60
-46	0.60
-45	0.61
-44	0.65
-43	0.62
-42	0.63
-41	0.63
-40	0.63
-39	0.60
-38	0.64
-37	0.60
-36	0.62
-35	0.61
-34	0.65
-33	0.62
-32	0.65
-31	0.63
-30	0.63
-29	0.63
-28	0.64
-27	0.61
-26	0.63
-25	0.63
-24	0.63
-23	0.62
-22	0.64
-21	0.64
-20	0.63
-19	0.65
-18	0.65
-17	0.66
-16	0.63
-15	0.62
-14	0.64
-13	0.67
-12	0.63
-11	0.65
-10	0.62
-9	0.65
-8	0.62
-7	0.66
-6	0.62
-5	0.63
-4	0.63
-3	0.64
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.63
5	0.63
6	0.59
7	0.60
8	0.58
9	0.60
10	0.57
11	0.60
12	0.58
13	0.60
14	0.56
15	0.57
16	0.57
17	0.62
18	0.56
19	0.61
20	0.57
21	0.61
22	0.57
23	0.60
24	0.58
25	0.60
26	0.59
27	0.61
28	0.57
29	0.62
30	0.58
31	0.63
32	0.57
33	0.65
34	0.62
35	0.62
36	0.61
37	0.64
38	0.60
39	0.63
40	0.59
41	0.68
42	0.65
43	0.62
44	0.58
45	0.57
46	0.60
47	0.64
48	0.61
49	0.67
50	0.61
51	0.58
52	0.64
53	0.61
54	0.60
55	0.60
56	0.62
57	0.60
58	0.62
59	0.69
60	0.65
