# [1]Indel length	[2]Count
-60	2578
-59	43
-58	99
-57	61
-56	107
-55	56
-54	131
-53	63
-52	103
-51	70
-50	175
-49	158
-48	205
-47	117
-46	165
-45	119
-44	206
-43	113
-42	243
-41	127
-40	396
-39	186
-38	336
-37	207
-36	464
-35	262
-34	413
-33	277
-32	657
-31	329
-30	781
-29	376
-28	952
-27	494
-26	925
-25	731
-24	1510
-23	668
-22	1298
-21	846
-20	2570
-19	1021
-18	2318
-17	1249
-16	3823
-15	2448
-14	3702
-13	2168
-12	7599
-11	2815
-10	7907
-9	4390
-8	13687
-7	5584
-6	16610
-5	15168
-4	51176
-3	35473
-2	93593
-1	232694
1	236290
2	92427
3	33656
4	49275
5	14283
6	16160
7	5289
8	13773
9	4141
10	7599
11	2618
12	7490
13	1943
14	3380
15	2327
16	3742
17	1069
18	2201
19	871
20	2529
21	834
22	1169
23	642
24	1532
25	654
26	865
27	459
28	921
29	345
30	730
31	316
32	588
33	277
34	366
35	257
36	405
37	192
38	277
39	179
40	362
41	135
42	208
43	130
44	187
45	136
46	139
47	114
48	188
49	122
50	139
51	86
52	126
53	91
54	117
55	64
56	98
57	67
58	106
59	64
60	2784
