# [1]Indel length	[2]Count
-60	2501
-59	45
-58	81
-57	60
-56	115
-55	62
-54	121
-53	69
-52	128
-51	83
-50	172
-49	174
-48	193
-47	113
-46	155
-45	131
-44	208
-43	116
-42	229
-41	131
-40	384
-39	169
-38	308
-37	223
-36	445
-35	254
-34	432
-33	285
-32	638
-31	322
-30	765
-29	405
-28	932
-27	528
-26	947
-25	674
-24	1477
-23	636
-22	1284
-21	807
-20	2525
-19	1013
-18	2281
-17	1224
-16	3860
-15	2332
-14	3633
-13	2085
-12	7550
-11	2872
-10	7836
-9	4347
-8	13688
-7	5588
-6	16157
-5	15078
-4	50409
-3	34987
-2	92479
-1	230586
1	233510
2	90975
3	33422
4	48423
5	14190
6	15925
7	5194
8	13622
9	4086
10	7414
11	2555
12	7312
13	1893
14	3284
15	2241
16	3662
17	1060
18	2142
19	892
20	2525
21	814
22	1177
23	574
24	1538
25	624
26	852
27	474
28	893
29	326
30	748
31	296
32	567
33	248
34	375
35	273
36	422
37	195
38	266
39	175
40	323
41	124
42	208
43	123
44	182
45	135
46	161
47	117
48	182
49	111
50	149
51	90
52	136
53	85
54	136
55	94
56	120
57	75
58	86
59	65
60	2872
