# [1]Indel length	[2]Mean VAF
-60	0.56
-59	0.55
-58	0.54
-57	0.65
-56	0.60
-55	0.63
-54	0.57
-53	0.56
-52	0.59
-51	0.55
-50	0.59
-49	0.56
-48	0.59
-47	0.59
-46	0.66
-45	0.58
-44	0.63
-43	0.61
-42	0.63
-41	0.65
-40	0.60
-39	0.61
-38	0.62
-37	0.61
-36	0.64
-35	0.60
-34	0.65
-33	0.61
-32	0.65
-31	0.66
-30	0.63
-29	0.62
-28	0.64
-27	0.62
-26	0.65
-25	0.63
-24	0.64
-23	0.61
-22	0.65
-21	0.65
-20	0.62
-19	0.66
-18	0.64
-17	0.64
-16	0.63
-15	0.63
-14	0.64
-13	0.66
-12	0.63
-11	0.65
-10	0.62
-9	0.65
-8	0.63
-7	0.65
-6	0.63
-5	0.63
-4	0.63
-3	0.64
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.64
5	0.63
6	0.59
7	0.60
8	0.58
9	0.60
10	0.57
11	0.60
12	0.57
13	0.59
14	0.57
15	0.58
16	0.57
17	0.61
18	0.57
19	0.62
20	0.56
21	0.62
22	0.57
23	0.61
24	0.59
25	0.61
26	0.58
27	0.62
28	0.58
29	0.62
30	0.57
31	0.61
32	0.57
33	0.62
34	0.59
35	0.60
36	0.58
37	0.65
38	0.59
39	0.57
40	0.60
41	0.68
42	0.61
43	0.62
44	0.56
45	0.63
46	0.57
47	0.67
48	0.64
49	0.66
50	0.58
51	0.62
52	0.66
53	0.64
54	0.60
55	0.58
56	0.58
57	0.67
58	0.56
59	0.65
60	0.64
