# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.61
-58	0.58
-57	0.59
-56	0.59
-55	0.55
-54	0.62
-53	0.58
-52	0.59
-51	0.55
-50	0.61
-49	0.53
-48	0.58
-47	0.59
-46	0.62
-45	0.62
-44	0.63
-43	0.57
-42	0.62
-41	0.63
-40	0.59
-39	0.59
-38	0.63
-37	0.58
-36	0.64
-35	0.60
-34	0.65
-33	0.64
-32	0.65
-31	0.63
-30	0.63
-29	0.65
-28	0.65
-27	0.61
-26	0.66
-25	0.62
-24	0.64
-23	0.63
-22	0.65
-21	0.63
-20	0.63
-19	0.66
-18	0.64
-17	0.65
-16	0.64
-15	0.63
-14	0.65
-13	0.66
-12	0.64
-11	0.66
-10	0.63
-9	0.65
-8	0.62
-7	0.66
-6	0.63
-5	0.63
-4	0.64
-3	0.64
-2	0.65
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.64
5	0.63
6	0.60
7	0.61
8	0.59
9	0.61
10	0.58
11	0.60
12	0.58
13	0.61
14	0.57
15	0.59
16	0.57
17	0.63
18	0.57
19	0.60
20	0.58
21	0.61
22	0.56
23	0.62
24	0.58
25	0.61
26	0.60
27	0.63
28	0.58
29	0.63
30	0.58
31	0.62
32	0.59
33	0.64
34	0.57
35	0.65
36	0.58
37	0.64
38	0.61
39	0.61
40	0.61
41	0.68
42	0.62
43	0.62
44	0.58
45	0.56
46	0.65
47	0.59
48	0.65
49	0.61
50	0.57
51	0.71
52	0.64
53	0.65
54	0.60
55	0.66
56	0.58
57	0.65
58	0.59
59	0.67
60	0.64
