# [1]Indel length	[2]Count
-60	2471
-59	50
-58	83
-57	56
-56	106
-55	65
-54	113
-53	62
-52	115
-51	84
-50	169
-49	151
-48	189
-47	114
-46	160
-45	122
-44	190
-43	107
-42	231
-41	148
-40	377
-39	177
-38	329
-37	216
-36	456
-35	262
-34	408
-33	286
-32	609
-31	321
-30	738
-29	384
-28	932
-27	507
-26	930
-25	682
-24	1497
-23	609
-22	1280
-21	785
-20	2489
-19	1012
-18	2256
-17	1214
-16	3795
-15	2321
-14	3670
-13	2108
-12	7595
-11	2695
-10	7767
-9	4344
-8	13578
-7	5510
-6	16371
-5	14897
-4	51017
-3	34591
-2	92695
-1	230414
1	233435
2	91298
3	33118
4	48291
5	13783
6	15850
7	5179
8	13358
9	4023
10	7471
11	2524
12	7426
13	1836
14	3312
15	2188
16	3559
17	1070
18	1995
19	865
20	2483
21	791
22	1197
23	592
24	1448
25	631
26	825
27	448
28	905
29	331
30	712
31	280
32	593
33	233
34	389
35	264
36	424
37	203
38	266
39	156
40	325
41	141
42	186
43	133
44	169
45	130
46	134
47	104
48	172
49	116
50	116
51	79
52	139
53	85
54	119
55	75
56	98
57	46
58	100
59	52
60	2733
