# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.61
-58	0.55
-57	0.57
-56	0.61
-55	0.57
-54	0.58
-53	0.60
-52	0.56
-51	0.58
-50	0.59
-49	0.53
-48	0.57
-47	0.62
-46	0.66
-45	0.59
-44	0.59
-43	0.61
-42	0.63
-41	0.59
-40	0.60
-39	0.60
-38	0.62
-37	0.62
-36	0.63
-35	0.62
-34	0.65
-33	0.62
-32	0.63
-31	0.66
-30	0.63
-29	0.61
-28	0.64
-27	0.62
-26	0.63
-25	0.63
-24	0.64
-23	0.62
-22	0.64
-21	0.63
-20	0.62
-19	0.64
-18	0.65
-17	0.66
-16	0.62
-15	0.63
-14	0.64
-13	0.66
-12	0.62
-11	0.65
-10	0.62
-9	0.65
-8	0.62
-7	0.64
-6	0.62
-5	0.63
-4	0.63
-3	0.63
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.63
5	0.63
6	0.59
7	0.61
8	0.58
9	0.60
10	0.57
11	0.60
12	0.57
13	0.60
14	0.56
15	0.59
16	0.57
17	0.62
18	0.55
19	0.63
20	0.56
21	0.63
22	0.55
23	0.61
24	0.58
25	0.59
26	0.57
27	0.61
28	0.58
29	0.61
30	0.57
31	0.61
32	0.58
33	0.66
34	0.60
35	0.57
36	0.59
37	0.64
38	0.60
39	0.61
40	0.62
41	0.64
42	0.59
43	0.62
44	0.60
45	0.62
46	0.63
47	0.59
48	0.62
49	0.65
50	0.61
51	0.58
52	0.65
53	0.64
54	0.63
55	0.61
56	0.67
57	0.67
58	0.63
59	0.64
60	0.64
