# [1]Indel length	[2]Count
-60	2457
-59	38
-58	87
-57	58
-56	95
-55	57
-54	103
-53	66
-52	107
-51	81
-50	151
-49	143
-48	202
-47	90
-46	164
-45	139
-44	207
-43	125
-42	218
-41	143
-40	375
-39	177
-38	298
-37	212
-36	427
-35	240
-34	371
-33	249
-32	660
-31	314
-30	790
-29	369
-28	906
-27	504
-26	899
-25	672
-24	1471
-23	638
-22	1249
-21	786
-20	2438
-19	991
-18	2210
-17	1218
-16	3662
-15	2214
-14	3509
-13	1980
-12	7426
-11	2703
-10	7544
-9	4193
-8	13177
-7	5437
-6	16028
-5	14968
-4	49688
-3	34143
-2	90458
-1	226210
1	228784
2	89146
3	32241
4	47231
5	13556
6	15256
7	4903
8	13007
9	3922
10	7089
11	2386
12	7104
13	1749
14	3149
15	2124
16	3574
17	1058
18	2080
19	856
20	2369
21	758
22	1132
23	542
24	1433
25	568
26	779
27	446
28	841
29	301
30	665
31	317
32	573
33	238
34	340
35	268
36	378
37	184
38	250
39	144
40	303
41	131
42	199
43	109
44	164
45	126
46	142
47	100
48	175
49	101
50	124
51	78
52	104
53	71
54	106
55	86
56	92
57	58
58	74
59	66
60	2424
