# [1]Indel length	[2]Count
-60	2426
-59	42
-58	75
-57	47
-56	103
-55	59
-54	106
-53	58
-52	116
-51	85
-50	155
-49	143
-48	194
-47	104
-46	155
-45	120
-44	205
-43	117
-42	211
-41	151
-40	325
-39	182
-38	321
-37	194
-36	443
-35	231
-34	396
-33	261
-32	641
-31	324
-30	771
-29	375
-28	913
-27	499
-26	866
-25	703
-24	1468
-23	664
-22	1241
-21	815
-20	2537
-19	999
-18	2245
-17	1190
-16	3666
-15	2330
-14	3524
-13	2023
-12	7494
-11	2761
-10	7673
-9	4337
-8	13456
-7	5442
-6	16280
-5	15165
-4	50197
-3	34621
-2	91346
-1	228277
1	231963
2	90648
3	32945
4	47765
5	14052
6	15722
7	5253
8	13378
9	4024
10	7398
11	2578
12	7253
13	1864
14	3295
15	2257
16	3607
17	1055
18	2072
19	839
20	2403
21	801
22	1202
23	601
24	1525
25	642
26	848
27	477
28	829
29	317
30	692
31	309
32	594
33	235
34	353
35	255
36	407
37	174
38	267
39	180
40	319
41	131
42	223
43	112
44	164
45	134
46	144
47	108
48	183
49	118
50	121
51	81
52	134
53	83
54	97
55	68
56	109
57	74
58	85
59	70
60	2641
