# [1]Indel length	[2]Count
-60	2474
-59	35
-58	79
-57	62
-56	115
-55	62
-54	110
-53	65
-52	122
-51	72
-50	163
-49	142
-48	201
-47	94
-46	159
-45	117
-44	199
-43	110
-42	217
-41	144
-40	410
-39	188
-38	303
-37	185
-36	429
-35	250
-34	396
-33	281
-32	640
-31	313
-30	747
-29	367
-28	921
-27	500
-26	890
-25	686
-24	1563
-23	681
-22	1290
-21	839
-20	2496
-19	948
-18	2208
-17	1208
-16	3811
-15	2368
-14	3671
-13	2146
-12	7666
-11	2777
-10	7785
-9	4448
-8	13641
-7	5627
-6	16485
-5	15383
-4	51522
-3	35681
-2	93270
-1	232490
1	236226
2	91856
3	33637
4	48720
5	14372
6	15831
7	5232
8	13533
9	4143
10	7270
11	2522
12	7409
13	1818
14	3227
15	2249
16	3596
17	1099
18	2122
19	866
20	2499
21	732
22	1124
23	578
24	1393
25	650
26	719
27	447
28	880
29	310
30	652
31	283
32	529
33	231
34	353
35	269
36	405
37	190
38	249
39	172
40	327
41	121
42	185
43	119
44	156
45	135
46	142
47	113
48	168
49	93
50	120
51	87
52	111
53	88
54	106
55	73
56	87
57	61
58	72
59	61
60	2310
