# [1]Indel length	[2]Count
-60	2383
-59	43
-58	76
-57	45
-56	121
-55	56
-54	109
-53	69
-52	128
-51	70
-50	165
-49	148
-48	218
-47	98
-46	163
-45	124
-44	197
-43	123
-42	213
-41	156
-40	385
-39	180
-38	292
-37	205
-36	431
-35	253
-34	397
-33	271
-32	628
-31	321
-30	741
-29	377
-28	941
-27	505
-26	887
-25	690
-24	1544
-23	653
-22	1280
-21	828
-20	2569
-19	983
-18	2270
-17	1268
-16	3866
-15	2347
-14	3630
-13	2161
-12	7680
-11	2782
-10	7856
-9	4304
-8	13616
-7	5532
-6	16258
-5	15184
-4	50316
-3	34834
-2	92056
-1	230555
1	234059
2	91252
3	33238
4	48241
5	14198
6	15867
7	5170
8	13438
9	4104
10	7509
11	2490
12	7342
13	1873
14	3377
15	2255
16	3643
17	1112
18	2195
19	856
20	2433
21	837
22	1260
23	610
24	1547
25	659
26	828
27	485
28	868
29	348
30	750
31	303
32	562
33	239
34	412
35	272
36	428
37	201
38	261
39	178
40	351
41	145
42	213
43	110
44	162
45	140
46	148
47	110
48	186
49	116
50	133
51	81
52	151
53	100
54	119
55	72
56	100
57	63
58	78
59	60
60	2721
