# [1]Indel length	[2]Mean VAF
-60	0.58
-59	0.49
-58	0.54
-57	0.60
-56	0.58
-55	0.60
-54	0.65
-53	0.59
-52	0.57
-51	0.62
-50	0.59
-49	0.57
-48	0.59
-47	0.58
-46	0.59
-45	0.58
-44	0.64
-43	0.60
-42	0.59
-41	0.57
-40	0.62
-39	0.62
-38	0.64
-37	0.61
-36	0.64
-35	0.58
-34	0.65
-33	0.61
-32	0.64
-31	0.65
-30	0.65
-29	0.64
-28	0.64
-27	0.60
-26	0.65
-25	0.65
-24	0.64
-23	0.63
-22	0.65
-21	0.63
-20	0.62
-19	0.65
-18	0.65
-17	0.66
-16	0.63
-15	0.63
-14	0.64
-13	0.65
-12	0.63
-11	0.65
-10	0.63
-9	0.65
-8	0.63
-7	0.66
-6	0.63
-5	0.63
-4	0.63
-3	0.64
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.64
5	0.63
6	0.59
7	0.61
8	0.58
9	0.60
10	0.58
11	0.60
12	0.57
13	0.60
14	0.56
15	0.58
16	0.57
17	0.61
18	0.55
19	0.60
20	0.57
21	0.60
22	0.56
23	0.59
24	0.58
25	0.59
26	0.58
27	0.61
28	0.57
29	0.62
30	0.58
31	0.64
32	0.58
33	0.63
34	0.58
35	0.59
36	0.58
37	0.62
38	0.60
39	0.58
40	0.62
41	0.62
42	0.57
43	0.62
44	0.59
45	0.60
46	0.63
47	0.61
48	0.64
49	0.65
50	0.59
51	0.66
52	0.63
53	0.63
54	0.63
55	0.61
56	0.61
57	0.66
58	0.64
59	0.65
60	0.64
