# [1]Indel length	[2]Count
-60	2488
-59	30
-58	87
-57	43
-56	129
-55	55
-54	115
-53	65
-52	117
-51	75
-50	158
-49	160
-48	215
-47	108
-46	147
-45	138
-44	196
-43	104
-42	233
-41	137
-40	376
-39	192
-38	280
-37	201
-36	440
-35	229
-34	412
-33	284
-32	628
-31	292
-30	759
-29	367
-28	887
-27	523
-26	935
-25	699
-24	1496
-23	637
-22	1270
-21	805
-20	2496
-19	973
-18	2245
-17	1187
-16	3757
-15	2395
-14	3576
-13	2065
-12	7630
-11	2760
-10	7764
-9	4297
-8	13345
-7	5401
-6	16272
-5	14935
-4	50132
-3	34607
-2	91495
-1	229496
1	232794
2	90679
3	33132
4	47871
5	13998
6	15752
7	5174
8	13342
9	4063
10	7340
11	2599
12	7228
13	1862
14	3284
15	2168
16	3563
17	1084
18	2140
19	883
20	2422
21	781
22	1145
23	587
24	1527
25	605
26	828
27	463
28	896
29	332
30	677
31	315
32	562
33	278
34	373
35	239
36	398
37	196
38	238
39	167
40	315
41	131
42	199
43	109
44	163
45	132
46	148
47	106
48	182
49	123
50	126
51	79
52	122
53	73
54	123
55	86
56	114
57	61
58	82
59	70
60	2536
